,Source,Target,Regulation
146083,hsa-mir-107,TEF,miRNA-Genes
146163,hsa-mir-429,UGT1A6,miRNA-Genes
146178,hsa-mir-107,IGF2,miRNA-Genes
146259,hsa-mir-2110,TBC1D16,miRNA-Genes
146308,hsa-mir-107,OR51E2,miRNA-Genes
146368,hsa-mir-107,CDT1,miRNA-Genes
146381,hsa-mir-107,SPATA33,miRNA-Genes
146412,hsa-mir-421,RPL13,miRNA-Genes
146416,hsa-mir-451a,RPL13,miRNA-Genes
146429,hsa-mir-2110,RHEBL1,miRNA-Genes
146453,hsa-mir-107,TUBA1A,miRNA-Genes
146462,hsa-mir-429,TUBA1A,miRNA-Genes
146487,hsa-mir-107,CYP2S1,miRNA-Genes
146494,hsa-mir-429,CYP2S1,miRNA-Genes
146553,hsa-mir-760,AXL,miRNA-Genes
146570,hsa-mir-429,AXL,miRNA-Genes
146574,hsa-mir-429,ANKRD33,miRNA-Genes
146751,hsa-mir-1976,LENG8,miRNA-Genes
146752,hsa-mir-1976,LENG8,miRNA-Genes
146753,hsa-mir-1976,LENG8,miRNA-Genes
146754,hsa-mir-1976,LENG8,miRNA-Genes
146759,hsa-mir-2110,LENG8,miRNA-Genes
146760,hsa-mir-2110,LENG8,miRNA-Genes
146761,hsa-mir-2110,LENG8,miRNA-Genes
146762,hsa-mir-2110,LENG8,miRNA-Genes
147304,hsa-mir-107,TMEM145,miRNA-Genes
147333,hsa-mir-451a,PPP1R14A,miRNA-Genes
147351,hsa-mir-107,PLIN4,miRNA-Genes
147380,hsa-mir-421,NXN,miRNA-Genes
147381,hsa-mir-421,NXN,miRNA-Genes
147382,hsa-mir-421,NXN,miRNA-Genes
147400,hsa-mir-107,MFSD3,miRNA-Genes
147442,hsa-mir-429,KIFC2,miRNA-Genes
147485,hsa-mir-429,KLK6,miRNA-Genes
147531,hsa-mir-429,KRT80,miRNA-Genes
147562,hsa-mir-429,TBX10,miRNA-Genes
147588,hsa-mir-429,KRT24,miRNA-Genes
147623,hsa-mir-2110,FTH1,miRNA-Genes
147664,hsa-mir-421,SLC3A2,miRNA-Genes
147728,hsa-mir-107,FADD,miRNA-Genes
147781,hsa-mir-107,SCARA3,miRNA-Genes
147813,hsa-mir-107,DDIT4,miRNA-Genes
147880,hsa-mir-107,PTGDR,miRNA-Genes
147958,hsa-mir-107,KIF5C,miRNA-Genes
147959,hsa-mir-107,KIF5C,miRNA-Genes
148103,hsa-mir-107,MGAT2,miRNA-Genes
148135,hsa-mir-326,FAM107A,miRNA-Genes
148247,hsa-mir-421,TAP1,miRNA-Genes
148248,hsa-mir-421,TAP1,miRNA-Genes
148249,hsa-mir-421,TAP1,miRNA-Genes
148250,hsa-mir-421,TAP1,miRNA-Genes
148251,hsa-mir-421,TAP1,miRNA-Genes
148252,hsa-mir-421,TAP1,miRNA-Genes
148253,hsa-mir-421,TAP1,miRNA-Genes
148254,hsa-mir-421,TAP1,miRNA-Genes
148371,hsa-mir-107,RFWD3,miRNA-Genes
148600,hsa-mir-429,AXIN2,miRNA-Genes
148677,hsa-mir-107,ENHO,miRNA-Genes
148789,hsa-mir-107,RAB3B,miRNA-Genes
148855,hsa-mir-421,PRELID1,miRNA-Genes
148934,hsa-mir-451a,HSPB3,miRNA-Genes
148975,hsa-mir-421,GP2,miRNA-Genes
149014,hsa-mir-107,CXCL8,miRNA-Genes
149032,hsa-mir-429,CXCL8,miRNA-Genes
149047,hsa-mir-107,SCN9A,miRNA-Genes
149107,hsa-mir-107,SDC2,miRNA-Genes
149291,hsa-mir-107,PCBP1,miRNA-Genes
149338,hsa-mir-429,PCBP1,miRNA-Genes
149390,hsa-mir-107,CKAP2L,miRNA-Genes
149409,hsa-mir-107,BUB1,miRNA-Genes
149456,hsa-mir-429,ASPSCR1,miRNA-Genes
149462,hsa-mir-107,FASN,miRNA-Genes
149488,hsa-mir-1976,FASN,miRNA-Genes
149582,hsa-mir-107,DUS1L,miRNA-Genes
149618,hsa-mir-326,DUS1L,miRNA-Genes
149662,hsa-mir-760,RAC3,miRNA-Genes
149674,hsa-mir-107,NRG4,miRNA-Genes
149788,hsa-mir-451a,PCDH7,miRNA-Genes
149794,hsa-mir-107,PCDH7,miRNA-Genes
149857,hsa-mir-107,ZFPM2,miRNA-Genes
149963,hsa-mir-107,NANP,miRNA-Genes
149977,hsa-mir-429,NANP,miRNA-Genes
149990,hsa-mir-429,CMTM8,miRNA-Genes
150067,hsa-mir-429,FOS,miRNA-Genes
150101,hsa-mir-107,DCLK2,miRNA-Genes
150117,hsa-mir-107,ZNF804A,miRNA-Genes
150129,hsa-mir-107,VSTM2A,miRNA-Genes
150236,hsa-mir-1976,LONRF2,miRNA-Genes
150252,hsa-mir-326,LONRF2,miRNA-Genes
150377,hsa-mir-107,TRABD,miRNA-Genes
150435,hsa-mir-429,SOCS6,miRNA-Genes
150513,hsa-mir-1976,CDCA4,miRNA-Genes
150542,hsa-mir-577,CDCA4,miRNA-Genes
150594,hsa-mir-429,CEL,miRNA-Genes
150694,hsa-mir-107,S1PR1,miRNA-Genes
150719,hsa-mir-421,S1PR1,miRNA-Genes
150752,hsa-mir-107,HS6ST2,miRNA-Genes
150818,hsa-mir-429,PKIA,miRNA-Genes
150834,hsa-mir-107,PKIA,miRNA-Genes
150866,hsa-mir-429,FEZ2,miRNA-Genes
150901,hsa-mir-107,KCNG3,miRNA-Genes
150914,hsa-mir-217,ZNF692,miRNA-Genes
150985,hsa-mir-429,NETO2,miRNA-Genes
151000,hsa-mir-107,TMEM37,miRNA-Genes
151105,hsa-mir-107,KCNK3,miRNA-Genes
151128,hsa-mir-107,CHD7,miRNA-Genes
151170,hsa-mir-326,CHD7,miRNA-Genes
151173,hsa-mir-346,CHD7,miRNA-Genes
151248,hsa-mir-107,APLN,miRNA-Genes
151277,hsa-mir-107,PDE7B,miRNA-Genes
151288,hsa-mir-217,ZNF581,miRNA-Genes
151331,hsa-mir-429,KRT20,miRNA-Genes
151332,hsa-mir-429,KRT20,miRNA-Genes
151361,hsa-mir-107,DSEL,miRNA-Genes
151362,hsa-mir-107,DSEL,miRNA-Genes
151530,hsa-mir-326,ASXL1,miRNA-Genes
151583,hsa-mir-421,LRRC8C,miRNA-Genes
151659,hsa-mir-107,FGG,miRNA-Genes
151670,hsa-mir-107,FGB,miRNA-Genes
151704,hsa-mir-107,CXXC5,miRNA-Genes
151815,hsa-mir-429,ENC1,miRNA-Genes
151828,hsa-mir-107,ZIK1,miRNA-Genes
151873,hsa-mir-217,VAT1L,miRNA-Genes
151917,hsa-mir-107,GATM,miRNA-Genes
151963,hsa-mir-577,BCL2,miRNA-Genes
151992,hsa-mir-1976,RPS21,miRNA-Genes
152071,hsa-mir-107,FRMD5,miRNA-Genes
152082,hsa-mir-429,FRMD5,miRNA-Genes
152124,hsa-mir-107,SCG2,miRNA-Genes
152158,hsa-mir-429,SCG2,miRNA-Genes
152183,hsa-mir-107,THOP1,miRNA-Genes
152216,hsa-mir-421,REG1B,miRNA-Genes
152222,hsa-mir-107,EPHX4,miRNA-Genes
152306,hsa-mir-107,SNTB1,miRNA-Genes
152315,hsa-mir-429,MTBP,miRNA-Genes
152320,hsa-mir-107,MTBP,miRNA-Genes
152346,hsa-mir-429,CEBPB,miRNA-Genes
152388,hsa-mir-107,C5orf34,miRNA-Genes
152487,hsa-mir-107,RCAN2,miRNA-Genes
152546,hsa-mir-217,SYNPO2,miRNA-Genes
152627,hsa-mir-2110,AFF1,miRNA-Genes
152708,hsa-mir-421,PDE3A,miRNA-Genes
152766,hsa-mir-107,PURG,miRNA-Genes
152839,hsa-mir-421,DMXL1,miRNA-Genes
152874,hsa-mir-107,DHCR7,miRNA-Genes
152896,hsa-mir-1270,NBEA,miRNA-Genes
152937,hsa-mir-429,MYEOV,miRNA-Genes
153029,hsa-mir-429,HPSE,miRNA-Genes
153246,hsa-mir-429,AGR3,miRNA-Genes
153335,hsa-mir-107,SULT1B1,miRNA-Genes
153357,hsa-mir-107,SLC19A1,miRNA-Genes
153393,hsa-mir-429,SUSD5,miRNA-Genes
153440,hsa-mir-346,CBX2,miRNA-Genes
153473,hsa-mir-107,SPTBN2,miRNA-Genes
153481,hsa-mir-760,SPTBN2,miRNA-Genes
153537,hsa-mir-107,TLR1,miRNA-Genes
153613,hsa-mir-2110,ZBTB4,miRNA-Genes
153614,hsa-mir-2110,ZBTB4,miRNA-Genes
153643,hsa-mir-326,ZBTB4,miRNA-Genes
153644,hsa-mir-326,ZBTB4,miRNA-Genes
153705,hsa-mir-577,ZBTB4,miRNA-Genes
153706,hsa-mir-577,ZBTB4,miRNA-Genes
153782,hsa-mir-107,EXO1,miRNA-Genes
153804,hsa-mir-1976,GOLGA6L2,miRNA-Genes
153836,hsa-mir-577,GCSAM,miRNA-Genes
153837,hsa-mir-577,GCSAM,miRNA-Genes
153895,hsa-mir-107,SLC29A2,miRNA-Genes
153920,hsa-mir-760,SLC29A2,miRNA-Genes
153979,hsa-mir-107,FZD4,miRNA-Genes
153995,hsa-mir-429,PDZK1,miRNA-Genes
154033,hsa-mir-107,ASPHD1,miRNA-Genes
154083,hsa-mir-107,UBE2C,miRNA-Genes
154129,hsa-mir-107,CADM2,miRNA-Genes
154130,hsa-mir-107,CADM2,miRNA-Genes
154214,hsa-mir-107,CHST1,miRNA-Genes
154251,hsa-mir-429,ISX,miRNA-Genes
154256,hsa-mir-107,TMEM9B,miRNA-Genes
154277,hsa-mir-429,TMEM9B,miRNA-Genes
154286,hsa-mir-577,TMEM9B,miRNA-Genes
154315,hsa-mir-107,ZNF25,miRNA-Genes
154346,hsa-mir-326,PCSK1,miRNA-Genes
154410,hsa-mir-107,FOSL1,miRNA-Genes
154473,hsa-mir-429,TOMM5,miRNA-Genes
154537,hsa-mir-107,ETV4,miRNA-Genes
154586,hsa-mir-2110,ARL4D,miRNA-Genes
154606,hsa-mir-107,KLHL38,miRNA-Genes
154656,hsa-mir-107,JAKMIP2,miRNA-Genes
154685,hsa-mir-107,TCP11L1,miRNA-Genes
154717,hsa-mir-107,SPHK1,miRNA-Genes
154735,hsa-mir-107,LRRTM4,miRNA-Genes
154752,hsa-mir-107,ACBD7,miRNA-Genes
154756,hsa-mir-107,SLC35G1,miRNA-Genes
154777,hsa-mir-429,SLC35G1,miRNA-Genes
154783,hsa-mir-2110,B3GNT4,miRNA-Genes
154831,hsa-mir-577,SYNE3,miRNA-Genes
154898,hsa-mir-107,B3GNT5,miRNA-Genes
154908,hsa-mir-429,B3GNT5,miRNA-Genes
154984,hsa-mir-107,LMNB2,miRNA-Genes
155006,hsa-mir-107,RNF152,miRNA-Genes
155056,hsa-mir-107,BDNF,miRNA-Genes
155087,hsa-mir-107,SOX11,miRNA-Genes
155135,hsa-mir-326,SOX11,miRNA-Genes
155138,hsa-mir-346,SOX11,miRNA-Genes
155172,hsa-mir-592,SOX11,miRNA-Genes
155210,hsa-mir-421,PNMA1,miRNA-Genes
155233,hsa-mir-429,PNMA1,miRNA-Genes
155259,hsa-mir-107,LY6H,miRNA-Genes
155260,hsa-mir-107,LY6H,miRNA-Genes
155430,hsa-mir-429,ZBED2,miRNA-Genes
155436,hsa-mir-107,IRX3,miRNA-Genes
155466,hsa-mir-107,ST8SIA3,miRNA-Genes
155498,hsa-mir-107,SLC25A22,miRNA-Genes
155526,hsa-mir-107,PIDD1,miRNA-Genes
155660,hsa-mir-429,LCN15,miRNA-Genes
155668,hsa-mir-326,LRRC75B,miRNA-Genes
155678,hsa-mir-1270,IMPDH2,miRNA-Genes
155890,hsa-mir-107,KCTD12,miRNA-Genes
155926,hsa-mir-346,KCTD12,miRNA-Genes
156050,hsa-mir-429,TMEM139,miRNA-Genes
156085,hsa-mir-107,AURKB,miRNA-Genes
156138,hsa-mir-326,PER1,miRNA-Genes
156181,hsa-mir-107,FUCA1,miRNA-Genes
156218,hsa-mir-107,GADD45GIP1,miRNA-Genes
156290,hsa-mir-760,FJX1,miRNA-Genes
156296,hsa-mir-107,FJX1,miRNA-Genes
156376,hsa-mir-429,ZFPM1,miRNA-Genes
156383,hsa-mir-429,GRM8,miRNA-Genes
156393,hsa-mir-429,ARL14,miRNA-Genes
156421,hsa-mir-107,MYADM,miRNA-Genes
156471,hsa-mir-429,MYADM,miRNA-Genes
156529,hsa-mir-760,CITED4,miRNA-Genes
156574,hsa-mir-429,ITLN1,miRNA-Genes
156614,hsa-mir-107,TSHZ1,miRNA-Genes
156660,hsa-mir-429,TH,miRNA-Genes
156665,hsa-mir-1976,TDRP,miRNA-Genes
156688,hsa-mir-577,RCC1,miRNA-Genes
156728,hsa-mir-429,KCTD4,miRNA-Genes
156740,hsa-mir-217,MTURN,miRNA-Genes
156830,hsa-mir-107,GAS1,miRNA-Genes
156847,hsa-mir-107,NRIP1,miRNA-Genes
156888,hsa-mir-429,NRIP1,miRNA-Genes
156931,hsa-mir-429,RNF182,miRNA-Genes
157124,hsa-mir-107,SCRIB,miRNA-Genes
157125,hsa-mir-107,SCRIB,miRNA-Genes
157136,hsa-mir-1976,SCRIB,miRNA-Genes
157137,hsa-mir-1976,SCRIB,miRNA-Genes
157172,hsa-mir-592,SCRIB,miRNA-Genes
157173,hsa-mir-592,SCRIB,miRNA-Genes
157197,hsa-mir-429,OXTR,miRNA-Genes
157251,hsa-mir-107,NQO1,miRNA-Genes
157299,hsa-mir-1976,AEN,miRNA-Genes
157345,hsa-mir-107,HIGD1A,miRNA-Genes
157354,hsa-mir-107,F2R,miRNA-Genes
157397,hsa-mir-107,MUC16,miRNA-Genes
157414,hsa-mir-429,DDN,miRNA-Genes
157440,hsa-mir-421,MEX3D,miRNA-Genes
157476,hsa-mir-107,TNFSF15,miRNA-Genes
157521,hsa-mir-107,PHLDA2,miRNA-Genes
157522,hsa-mir-107,PHLDA2,miRNA-Genes
157533,hsa-mir-429,PHLDA2,miRNA-Genes
157534,hsa-mir-429,PHLDA2,miRNA-Genes
157536,hsa-mir-107,ATG9B,miRNA-Genes
157546,hsa-mir-107,GPR88,miRNA-Genes
157558,hsa-mir-107,GPR3,miRNA-Genes
157576,hsa-mir-107,RELL1,miRNA-Genes
157584,hsa-mir-429,RELL1,miRNA-Genes
157607,hsa-mir-107,CHST15,miRNA-Genes
157622,hsa-mir-107,MGAT4C,miRNA-Genes
157623,hsa-mir-107,MGAT4C,miRNA-Genes
157624,hsa-mir-107,MGAT4C,miRNA-Genes
157632,hsa-mir-107,FAM181B,miRNA-Genes
157674,hsa-mir-1976,TSEN54,miRNA-Genes
157702,hsa-mir-107,LDOC1,miRNA-Genes
157724,hsa-mir-429,LDOC1,miRNA-Genes
157797,hsa-mir-107,BACE2,miRNA-Genes
157847,hsa-mir-346,SYNM,miRNA-Genes
157898,hsa-mir-429,FIGN,miRNA-Genes
157948,hsa-mir-107,AP1S2,miRNA-Genes
157964,hsa-mir-592,AP1S2,miRNA-Genes
158087,hsa-mir-429,BGN,miRNA-Genes
158088,hsa-mir-2110,LHFPL1,miRNA-Genes
158102,hsa-mir-326,MXRA7,miRNA-Genes
158124,hsa-mir-429,EPHB3,miRNA-Genes
158133,hsa-mir-107,EPGN,miRNA-Genes
158157,hsa-mir-429,NDN,miRNA-Genes
158188,hsa-mir-429,BRICD5,miRNA-Genes
158197,hsa-mir-429,SLC35D3,miRNA-Genes
158257,hsa-mir-421,GJC1,miRNA-Genes
158294,hsa-mir-2110,MTA1,miRNA-Genes
158320,hsa-mir-760,MTA1,miRNA-Genes
158358,hsa-mir-107,CADM1,miRNA-Genes
158453,hsa-mir-107,PCP4,miRNA-Genes
158460,hsa-mir-107,SLC25A10,miRNA-Genes
158507,hsa-mir-107,ARHGEF37,miRNA-Genes
158533,hsa-mir-429,RIPPLY3,miRNA-Genes
158557,hsa-mir-429,CCBE1,miRNA-Genes
158567,hsa-mir-429,TRIM61,miRNA-Genes
158572,hsa-mir-107,GRIN2A,miRNA-Genes
158647,hsa-mir-107,ZNRF3,miRNA-Genes
158650,hsa-mir-429,ZNRF3,miRNA-Genes
158661,hsa-mir-107,FBXL7,miRNA-Genes
158748,hsa-mir-1976,CBX6,miRNA-Genes
158753,hsa-mir-2110,CBX6,miRNA-Genes
158866,hsa-mir-429,CBX6,miRNA-Genes
158881,hsa-mir-2110,MACC1,miRNA-Genes
158898,hsa-mir-107,MACC1,miRNA-Genes
158919,hsa-mir-107,TRAIP,miRNA-Genes
158926,hsa-mir-429,TRAIP,miRNA-Genes
158946,hsa-mir-107,KCTD16,miRNA-Genes
158980,hsa-mir-107,ZNF703,miRNA-Genes
159110,hsa-mir-1976,EMILIN3,miRNA-Genes
159126,hsa-mir-429,FAM3B,miRNA-Genes
159147,hsa-mir-107,IQGAP3,miRNA-Genes
159190,hsa-mir-107,SMTN,miRNA-Genes
159267,hsa-mir-107,NR2C2AP,miRNA-Genes
159282,hsa-mir-107,IRAK1,miRNA-Genes
159335,hsa-mir-107,PCDH9,miRNA-Genes
159357,hsa-mir-429,PCDH9,miRNA-Genes
159418,hsa-mir-451a,PCDH9,miRNA-Genes
159454,hsa-mir-429,TACSTD2,miRNA-Genes
159491,hsa-mir-107,MAP7D2,miRNA-Genes
159504,hsa-mir-429,COLEC10,miRNA-Genes
159539,hsa-mir-429,LRRC19,miRNA-Genes
159563,hsa-mir-107,KNTC1,miRNA-Genes
159649,hsa-mir-429,TMEM255B,miRNA-Genes
159650,hsa-mir-429,TMEM255B,miRNA-Genes
159713,hsa-mir-429,XPOT,miRNA-Genes
159744,hsa-mir-107,RALYL,miRNA-Genes
159795,hsa-mir-429,JAG2,miRNA-Genes
159797,hsa-mir-1976,LCN12,miRNA-Genes
159894,hsa-mir-346,ROBO2,miRNA-Genes
159895,hsa-mir-421,ROBO2,miRNA-Genes
159923,hsa-mir-451a,ANKS1B,miRNA-Genes
159975,hsa-mir-1976,MANEAL,miRNA-Genes
159981,hsa-mir-107,MANEAL,miRNA-Genes
160050,hsa-mir-429,IFITM2,miRNA-Genes
160088,hsa-mir-429,NOTUM,miRNA-Genes
160092,hsa-mir-1976,CCDC137,miRNA-Genes
160126,hsa-mir-107,CDK10,miRNA-Genes
160249,hsa-mir-107,PRKG1,miRNA-Genes
160292,hsa-mir-429,AHNAK2,miRNA-Genes
160380,hsa-mir-107,PBX1,miRNA-Genes
160493,hsa-mir-1976,KCNQ5,miRNA-Genes
160532,hsa-mir-107,SLC52A2,miRNA-Genes
160533,hsa-mir-107,SLC52A2,miRNA-Genes
160596,hsa-mir-760,GNB1L,miRNA-Genes
160603,hsa-mir-429,GNB1L,miRNA-Genes
160606,hsa-mir-107,DNAH14,miRNA-Genes
160607,hsa-mir-1270,DNAH14,miRNA-Genes
160656,hsa-mir-2110,IFITM1,miRNA-Genes
160675,hsa-mir-429,IFITM1,miRNA-Genes
160685,hsa-mir-107,KLHDC8B,miRNA-Genes
160709,hsa-mir-107,LEMD1,miRNA-Genes
160726,hsa-mir-2110,NDUFA13,miRNA-Genes
160733,hsa-mir-346,NDUFA13,miRNA-Genes
160760,hsa-mir-107,CYP4F2,miRNA-Genes
160799,hsa-mir-107,KIF18B,miRNA-Genes
160810,hsa-mir-217,KIF18B,miRNA-Genes
160818,hsa-mir-421,KIF18B,miRNA-Genes
160977,hsa-mir-107,CYP4X1,miRNA-Genes
161028,hsa-mir-107,GLDN,miRNA-Genes
161107,hsa-mir-429,KLK12,miRNA-Genes
161122,hsa-mir-577,ZNF396,miRNA-Genes
161131,hsa-mir-107,CYP4F3,miRNA-Genes
161143,hsa-mir-429,HPDL,miRNA-Genes
161152,hsa-mir-107,KIF24,miRNA-Genes
161205,hsa-mir-107,ZNF732,miRNA-Genes
161241,hsa-mir-1976,MAPT,miRNA-Genes
161242,hsa-mir-1976,MAPT,miRNA-Genes
161243,hsa-mir-1976,MAPT,miRNA-Genes
161313,hsa-mir-107,ERCC6L,miRNA-Genes
161365,hsa-mir-429,C3orf70,miRNA-Genes
161428,hsa-mir-577,TEAD1,miRNA-Genes
161435,hsa-mir-107,TEAD1,miRNA-Genes
161570,hsa-mir-429,NPSR1,miRNA-Genes
161580,hsa-mir-1270,DCC,miRNA-Genes
161592,hsa-mir-107,MAGI2,miRNA-Genes
161617,hsa-mir-107,LUZP2,miRNA-Genes
161623,hsa-mir-107,CHP1,miRNA-Genes
161686,hsa-mir-107,COL4A1,miRNA-Genes
161729,hsa-mir-429,COL4A1,miRNA-Genes
161800,hsa-mir-107,SPRY4,miRNA-Genes
161860,hsa-mir-107,FANCA,miRNA-Genes
161973,hsa-mir-107,DMBT1,miRNA-Genes
162023,hsa-mir-107,COL14A1,miRNA-Genes
162035,hsa-mir-107,DNER,miRNA-Genes
162058,hsa-mir-429,DNER,miRNA-Genes
162086,hsa-mir-429,S100A3,miRNA-Genes
162093,hsa-mir-107,WNT7B,miRNA-Genes
162107,hsa-mir-1976,COL4A5,miRNA-Genes
162130,hsa-mir-107,AGRN,miRNA-Genes
162151,hsa-mir-346,AGRN,miRNA-Genes
162199,hsa-mir-1976,HES4,miRNA-Genes
162204,hsa-mir-326,HES4,miRNA-Genes
162206,hsa-mir-346,HES4,miRNA-Genes
162247,hsa-mir-760,SBK1,miRNA-Genes
162278,hsa-mir-107,IER5L,miRNA-Genes
162308,hsa-mir-429,HBA2,miRNA-Genes
162422,hsa-mir-107,SPRED3,miRNA-Genes
162679,hsa-mir-429,RELN,miRNA-Genes
162685,hsa-mir-107,LITAF,miRNA-Genes
162701,hsa-mir-421,LITAF,miRNA-Genes
162719,hsa-mir-107,SF3B3,miRNA-Genes
162746,hsa-mir-217,SF3B3,miRNA-Genes
162850,hsa-mir-107,FAM180A,miRNA-Genes
162872,hsa-mir-429,GJB4,miRNA-Genes
162878,hsa-mir-107,PTPRT,miRNA-Genes
162939,hsa-mir-429,PLEKHG4,miRNA-Genes
162943,hsa-mir-107,FAT4,miRNA-Genes
162969,hsa-mir-107,ACADSB,miRNA-Genes
163021,hsa-mir-326,TMEM63A,miRNA-Genes
163051,hsa-mir-326,XPNPEP3,miRNA-Genes
163089,hsa-mir-429,SFTA2,miRNA-Genes
163090,hsa-mir-429,SFTA2,miRNA-Genes
163091,hsa-mir-429,SFTA2,miRNA-Genes
163092,hsa-mir-429,SFTA2,miRNA-Genes
163093,hsa-mir-429,SFTA2,miRNA-Genes
163094,hsa-mir-429,SFTA2,miRNA-Genes
163211,hsa-mir-107,RFX8,miRNA-Genes
163237,hsa-mir-2110,IPO4,miRNA-Genes
163238,hsa-mir-2110,IPO4,miRNA-Genes
163259,hsa-mir-107,IPO4,miRNA-Genes
163260,hsa-mir-107,IPO4,miRNA-Genes
163342,hsa-mir-429,MME,miRNA-Genes
163346,hsa-mir-429,FAM72A,miRNA-Genes
163375,hsa-mir-107,XRCC2,miRNA-Genes
163412,hsa-mir-429,MMP1,miRNA-Genes
163484,hsa-mir-107,TCF4,miRNA-Genes
163516,hsa-mir-429,SLC30A10,miRNA-Genes
163870,hsa-mir-429,S100A2,miRNA-Genes
163896,hsa-mir-429,ZNF239,miRNA-Genes
163930,hsa-mir-107,PDLIM7,miRNA-Genes
163978,hsa-mir-326,FLNA,miRNA-Genes
164066,hsa-mir-107,SLC39A10,miRNA-Genes
164122,hsa-mir-1270,GMFB,miRNA-Genes
164146,hsa-mir-421,GMFB,miRNA-Genes
164149,hsa-mir-429,GMFB,miRNA-Genes
164205,hsa-mir-1976,ZGPAT,miRNA-Genes
164214,hsa-mir-1976,SLC25A29,miRNA-Genes
164336,hsa-mir-429,CYSRT1,miRNA-Genes
164357,hsa-mir-429,KANK2,miRNA-Genes
164364,hsa-mir-429,GUCA2A,miRNA-Genes
164457,hsa-mir-107,SVIL,miRNA-Genes
164504,hsa-mir-429,SLC22A5,miRNA-Genes
164620,hsa-mir-1976,STMN3,miRNA-Genes
164709,hsa-mir-107,MYO5A,miRNA-Genes
164783,hsa-mir-421,SERPINB2,miRNA-Genes
164799,hsa-mir-429,SERPINB2,miRNA-Genes
164817,hsa-mir-429,NMB,miRNA-Genes
164862,hsa-mir-107,FAM114A1,miRNA-Genes
165045,hsa-mir-429,PLCG2,miRNA-Genes
165214,hsa-mir-429,AKR1B10,miRNA-Genes
165247,hsa-mir-217,LPAR1,miRNA-Genes
165282,hsa-mir-451a,LPAR1,miRNA-Genes
165285,hsa-mir-107,LPAR1,miRNA-Genes
165326,hsa-mir-429,MIER1,miRNA-Genes
165357,hsa-mir-760,ZNF251,miRNA-Genes
165358,hsa-mir-760,ZNF251,miRNA-Genes
165419,hsa-mir-451a,TUBB3,miRNA-Genes
165422,hsa-mir-107,UCKL1,miRNA-Genes
165548,hsa-mir-429,CNGA1,miRNA-Genes
165808,hsa-mir-217,DDX39B,miRNA-Genes
165809,hsa-mir-217,DDX39B,miRNA-Genes
165810,hsa-mir-217,DDX39B,miRNA-Genes
165811,hsa-mir-217,DDX39B,miRNA-Genes
165812,hsa-mir-217,DDX39B,miRNA-Genes
165813,hsa-mir-217,DDX39B,miRNA-Genes
165814,hsa-mir-217,DDX39B,miRNA-Genes
165815,hsa-mir-217,DDX39B,miRNA-Genes
166194,hsa-mir-107,SH2D1B,miRNA-Genes
166208,hsa-mir-429,AKR1C4,miRNA-Genes
166223,hsa-mir-429,FAM3D,miRNA-Genes
166236,hsa-mir-1270,CALM1,miRNA-Genes
166356,hsa-mir-421,PAPSS2,miRNA-Genes
166377,hsa-mir-107,ANKRD13B,miRNA-Genes
166390,hsa-mir-592,ANKRD13B,miRNA-Genes
166412,hsa-mir-429,ECI2,miRNA-Genes
166450,hsa-mir-429,F5,miRNA-Genes
166452,hsa-mir-107,LRRTM3,miRNA-Genes
166558,hsa-mir-107,PAX9,miRNA-Genes
166579,hsa-mir-107,TOX,miRNA-Genes
166673,hsa-mir-107,PRC1,miRNA-Genes
166690,hsa-mir-1976,L1CAM,miRNA-Genes
166706,hsa-mir-421,POU3F3,miRNA-Genes
166798,hsa-mir-107,TGM2,miRNA-Genes
166859,hsa-mir-107,PJA2,miRNA-Genes
166904,hsa-mir-107,RORB,miRNA-Genes
167162,hsa-mir-429,TCEA3,miRNA-Genes
167163,hsa-mir-429,TCEA3,miRNA-Genes
167370,hsa-mir-346,ZBTB12,miRNA-Genes
167371,hsa-mir-346,ZBTB12,miRNA-Genes
167372,hsa-mir-346,ZBTB12,miRNA-Genes
167373,hsa-mir-346,ZBTB12,miRNA-Genes
167374,hsa-mir-346,ZBTB12,miRNA-Genes
167475,hsa-mir-107,LAYN,miRNA-Genes
167612,hsa-mir-107,HSPA1B,miRNA-Genes
167613,hsa-mir-107,HSPA1B,miRNA-Genes
167614,hsa-mir-107,HSPA1B,miRNA-Genes
167615,hsa-mir-107,HSPA1B,miRNA-Genes
167616,hsa-mir-107,HSPA1B,miRNA-Genes
168162,hsa-mir-217,MOG,miRNA-Genes
168163,hsa-mir-217,MOG,miRNA-Genes
168164,hsa-mir-217,MOG,miRNA-Genes
168165,hsa-mir-217,MOG,miRNA-Genes
168166,hsa-mir-217,MOG,miRNA-Genes
168167,hsa-mir-217,MOG,miRNA-Genes
168168,hsa-mir-217,MOG,miRNA-Genes
168169,hsa-mir-217,MOG,miRNA-Genes
168364,hsa-mir-2110,MROH6,miRNA-Genes
168365,hsa-mir-2110,MROH6,miRNA-Genes
168372,hsa-mir-429,MROH6,miRNA-Genes
168373,hsa-mir-429,MROH6,miRNA-Genes
168414,hsa-mir-429,ERICH4,miRNA-Genes
168421,hsa-mir-326,PRSS1,miRNA-Genes
168422,hsa-mir-326,PRSS1,miRNA-Genes
168480,hsa-mir-2110,LGR4,miRNA-Genes
168527,hsa-mir-107,LGR4,miRNA-Genes
168534,hsa-mir-429,LGR4,miRNA-Genes
168625,hsa-mir-429,SAMD9,miRNA-Genes
168702,hsa-mir-1976,ZNF316,miRNA-Genes
