,Source,Target,Regulation
615,hsa-mir-326,MOCS3,miRNA-Genes
616,hsa-mir-326,NOB1,miRNA-Genes
617,hsa-mir-326,CD274,miRNA-Genes
618,hsa-mir-326,PEX5L,miRNA-Genes
619,hsa-mir-326,GDE1,miRNA-Genes
620,hsa-mir-326,A4GALT,miRNA-Genes
621,hsa-mir-326,RBM47,miRNA-Genes
622,hsa-mir-326,MED18,miRNA-Genes
623,hsa-mir-326,BCAS3,miRNA-Genes
624,hsa-mir-326,VPS13C,miRNA-Genes
625,hsa-mir-326,SLC47A1,miRNA-Genes
626,hsa-mir-326,ASXL2,miRNA-Genes
627,hsa-mir-326,NKRF,miRNA-Genes
628,hsa-mir-326,SORCS2,miRNA-Genes
629,hsa-mir-326,EPG5,miRNA-Genes
630,hsa-mir-326,BCL11B,miRNA-Genes
631,hsa-mir-326,VKORC1,miRNA-Genes
632,hsa-mir-326,ULBP3,miRNA-Genes
633,hsa-mir-326,DHX40,miRNA-Genes
634,hsa-mir-326,TBL1XR1,miRNA-Genes
635,hsa-mir-326,UCK1,miRNA-Genes
636,hsa-mir-326,GRWD1,miRNA-Genes
637,hsa-mir-326,ZNF394,miRNA-Genes
638,hsa-mir-326,HOOK3,miRNA-Genes
639,hsa-mir-326,FAM167B,miRNA-Genes
640,hsa-mir-326,LSM10,miRNA-Genes
641,hsa-mir-326,PAQR8,miRNA-Genes
642,hsa-mir-326,KIAA1671,miRNA-Genes
643,hsa-mir-326,ARRDC1,miRNA-Genes
644,hsa-mir-326,ZNF689,miRNA-Genes
645,hsa-mir-326,NAA30,miRNA-Genes
646,hsa-mir-326,USH1G,miRNA-Genes
647,hsa-mir-326,SEZ6,miRNA-Genes
648,hsa-mir-326,RPTN,miRNA-Genes
649,hsa-mir-326,FAM216B,miRNA-Genes
650,hsa-mir-326,HNRNPA1L2,miRNA-Genes
651,hsa-mir-326,FBXL16,miRNA-Genes
652,hsa-mir-326,CCDC12,miRNA-Genes
653,hsa-mir-326,DAB2IP,miRNA-Genes
654,hsa-mir-326,ZNF746,miRNA-Genes
655,hsa-mir-326,METTL27,miRNA-Genes
656,hsa-mir-326,JMJD1C,miRNA-Genes
657,hsa-mir-326,ARL5B,miRNA-Genes
658,hsa-mir-326,HNRNPUL2,miRNA-Genes
659,hsa-mir-326,ZNRF2,miRNA-Genes
660,hsa-mir-326,CALHM5,miRNA-Genes
661,hsa-mir-326,PLA2G4F,miRNA-Genes
662,hsa-mir-326,RBM20,miRNA-Genes
663,hsa-mir-326,STUM,miRNA-Genes
664,hsa-mir-326,ZNF772,miRNA-Genes
665,hsa-mir-326,TOMM5,miRNA-Genes
666,hsa-mir-326,KIAA0754,miRNA-Genes
667,hsa-mir-326,CASTOR2,miRNA-Genes
668,hsa-mir-326,HOTAIR,miRNA-Genes
669,hsa-mir-326,C8orf17,miRNA-Genes
670,hsa-mir-451a,ADAM10,miRNA-Genes
671,hsa-mir-451a,AKT1,miRNA-Genes
672,hsa-mir-451a,BCL2,miRNA-Genes
673,hsa-mir-451a,CDKN2D,miRNA-Genes
674,hsa-mir-451a,FRZB,miRNA-Genes
675,hsa-mir-451a,IKBKB,miRNA-Genes
676,hsa-mir-451a,IL6,miRNA-Genes
677,hsa-mir-451a,IL6R,miRNA-Genes
678,hsa-mir-451a,MAP3K1,miRNA-Genes
679,hsa-mir-451a,MIF,miRNA-Genes
680,hsa-mir-451a,MMP2,miRNA-Genes
681,hsa-mir-451a,MMP9,miRNA-Genes
682,hsa-mir-451a,MYC,miRNA-Genes
683,hsa-mir-451a,ROR2,miRNA-Genes
684,hsa-mir-451a,OXTR,miRNA-Genes
685,hsa-mir-451a,ABCB1,miRNA-Genes
686,hsa-mir-451a,PKD1,miRNA-Genes
687,hsa-mir-451a,MAPK1,miRNA-Genes
688,hsa-mir-451a,RAB5A,miRNA-Genes
689,hsa-mir-451a,TSC1,miRNA-Genes
690,hsa-mir-451a,UBE2H,miRNA-Genes
691,hsa-mir-451a,CPNE3,miRNA-Genes
692,hsa-mir-451a,ARPP19,miRNA-Genes
693,hsa-mir-451a,CUX2,miRNA-Genes
694,hsa-mir-451a,SZRD1,miRNA-Genes
695,hsa-mir-451a,TMED7,miRNA-Genes
696,hsa-mir-451a,RAB14,miRNA-Genes
697,hsa-mir-451a,CAB39,miRNA-Genes
698,hsa-mir-451a,ZDHHC14,miRNA-Genes
699,hsa-mir-451a,OSR1,miRNA-Genes
700,hsa-mir-451a,DCBLD2,miRNA-Genes
701,hsa-mir-498,ADK,miRNA-Genes
702,hsa-mir-498,ALDOA,miRNA-Genes
703,hsa-mir-498,ATP2B1,miRNA-Genes
704,hsa-mir-498,BRCA1,miRNA-Genes
705,hsa-mir-498,ZFP36L1,miRNA-Genes
706,hsa-mir-498,BTG1,miRNA-Genes
707,hsa-mir-498,SERPING1,miRNA-Genes
708,hsa-mir-498,CAPZA2,miRNA-Genes
709,hsa-mir-498,CAV2,miRNA-Genes
710,hsa-mir-498,CDK6,miRNA-Genes
711,hsa-mir-498,COL4A1,miRNA-Genes
712,hsa-mir-498,CPM,miRNA-Genes
713,hsa-mir-498,CSNK1E,miRNA-Genes
714,hsa-mir-498,CSTF2,miRNA-Genes
715,hsa-mir-498,CYP2B6,miRNA-Genes
716,hsa-mir-498,DFFA,miRNA-Genes
717,hsa-mir-498,DNASE2,miRNA-Genes
718,hsa-mir-498,E2F2,miRNA-Genes
719,hsa-mir-498,ELK4,miRNA-Genes
720,hsa-mir-498,EP300,miRNA-Genes
721,hsa-mir-498,EPB41L1,miRNA-Genes
722,hsa-mir-498,EPHA4,miRNA-Genes
723,hsa-mir-498,ERBB2,miRNA-Genes
724,hsa-mir-498,ETFDH,miRNA-Genes
725,hsa-mir-498,EZH2,miRNA-Genes
726,hsa-mir-498,FDFT1,miRNA-Genes
727,hsa-mir-498,FOXO3,miRNA-Genes
728,hsa-mir-498,FPR1,miRNA-Genes
729,hsa-mir-498,CENPI,miRNA-Genes
730,hsa-mir-498,KDSR,miRNA-Genes
731,hsa-mir-498,GOLGA2,miRNA-Genes
732,hsa-mir-498,GRM6,miRNA-Genes
733,hsa-mir-498,HOXA1,miRNA-Genes
734,hsa-mir-498,HOXC8,miRNA-Genes
735,hsa-mir-498,HSPD1,miRNA-Genes
736,hsa-mir-498,IDH2,miRNA-Genes
737,hsa-mir-498,SP110,miRNA-Genes
738,hsa-mir-498,IFNAR1,miRNA-Genes
739,hsa-mir-498,IPP,miRNA-Genes
740,hsa-mir-498,ITPKB,miRNA-Genes
741,hsa-mir-498,KCNJ15,miRNA-Genes
742,hsa-mir-498,KRTAP5-9,miRNA-Genes
743,hsa-mir-498,LOXL2,miRNA-Genes
744,hsa-mir-498,MATN3,miRNA-Genes
745,hsa-mir-498,MID1,miRNA-Genes
746,hsa-mir-498,MOG,miRNA-Genes
747,hsa-mir-498,MRE11,miRNA-Genes
748,hsa-mir-498,MSH3,miRNA-Genes
749,hsa-mir-498,MYO1F,miRNA-Genes
750,hsa-mir-498,PCCB,miRNA-Genes
751,hsa-mir-498,PCSK1,miRNA-Genes
752,hsa-mir-498,PDE4C,miRNA-Genes
753,hsa-mir-498,PDHA1,miRNA-Genes
754,hsa-mir-498,MAPK1,miRNA-Genes
755,hsa-mir-498,PSMB9,miRNA-Genes
756,hsa-mir-498,RAD51,miRNA-Genes
757,hsa-mir-498,RFC2,miRNA-Genes
758,hsa-mir-498,RNF6,miRNA-Genes
759,hsa-mir-498,RPL37,miRNA-Genes
760,hsa-mir-498,MSMO1,miRNA-Genes
761,hsa-mir-498,SCO1,miRNA-Genes
762,hsa-mir-498,SFPQ,miRNA-Genes
763,hsa-mir-498,SLC1A5,miRNA-Genes
764,hsa-mir-498,SNRPD1,miRNA-Genes
765,hsa-mir-498,SPIB,miRNA-Genes
766,hsa-mir-498,SSR3,miRNA-Genes
767,hsa-mir-498,SYK,miRNA-Genes
768,hsa-mir-498,TERT,miRNA-Genes
769,hsa-mir-498,TXK,miRNA-Genes
770,hsa-mir-498,UBE2H,miRNA-Genes
771,hsa-mir-498,WT1,miRNA-Genes
772,hsa-mir-498,ZBTB25,miRNA-Genes
773,hsa-mir-498,ZNF134,miRNA-Genes
774,hsa-mir-498,ZXDA,miRNA-Genes
775,hsa-mir-498,BTG2,miRNA-Genes
776,hsa-mir-498,CBX4,miRNA-Genes
777,hsa-mir-498,SLC4A4,miRNA-Genes
778,hsa-mir-498,SKAP2,miRNA-Genes
779,hsa-mir-498,HIST1H2BJ,miRNA-Genes
780,hsa-mir-498,F2RL3,miRNA-Genes
781,hsa-mir-498,PIAS2,miRNA-Genes
782,hsa-mir-498,PRPF4,miRNA-Genes
783,hsa-mir-498,NRXN1,miRNA-Genes
784,hsa-mir-498,KCNK6,miRNA-Genes
785,hsa-mir-498,MORF4L2,miRNA-Genes
786,hsa-mir-498,EFCAB14,miRNA-Genes
787,hsa-mir-498,ZNF623,miRNA-Genes
788,hsa-mir-498,FIG4,miRNA-Genes
789,hsa-mir-498,GJC1,miRNA-Genes
790,hsa-mir-498,PDIA6,miRNA-Genes
791,hsa-mir-498,TOB1,miRNA-Genes
792,hsa-mir-498,SERF2,miRNA-Genes
793,hsa-mir-498,RNF41,miRNA-Genes
794,hsa-mir-498,TSHZ1,miRNA-Genes
795,hsa-mir-498,GLYAT,miRNA-Genes
796,hsa-mir-498,TRDN,miRNA-Genes
797,hsa-mir-498,VAV3,miRNA-Genes
798,hsa-mir-498,TGOLN2,miRNA-Genes
799,hsa-mir-498,GMEB1,miRNA-Genes
800,hsa-mir-498,NCKAP1,miRNA-Genes
801,hsa-mir-498,DDX52,miRNA-Genes
802,hsa-mir-498,ABHD2,miRNA-Genes
803,hsa-mir-498,PDCD10,miRNA-Genes
804,hsa-mir-498,PXMP4,miRNA-Genes
805,hsa-mir-498,SYNRG,miRNA-Genes
806,hsa-mir-498,KLF8,miRNA-Genes
807,hsa-mir-498,GPN1,miRNA-Genes
808,hsa-mir-498,IKZF3,miRNA-Genes
809,hsa-mir-498,FNDC3A,miRNA-Genes
810,hsa-mir-498,ATG14,miRNA-Genes
811,hsa-mir-498,FOXJ3,miRNA-Genes
812,hsa-mir-498,MSRB2,miRNA-Genes
813,hsa-mir-498,NT5C2,miRNA-Genes
814,hsa-mir-498,CLUAP1,miRNA-Genes
815,hsa-mir-498,EPB41L3,miRNA-Genes
816,hsa-mir-498,MESD,miRNA-Genes
817,hsa-mir-498,WWC1,miRNA-Genes
818,hsa-mir-498,FRAT2,miRNA-Genes
819,hsa-mir-498,DICER1,miRNA-Genes
820,hsa-mir-498,SF3B1,miRNA-Genes
821,hsa-mir-498,LRRC8B,miRNA-Genes
822,hsa-mir-498,POFUT1,miRNA-Genes
823,hsa-mir-498,RBFOX2,miRNA-Genes
824,hsa-mir-498,PHLDA3,miRNA-Genes
825,hsa-mir-498,SLC7A11,miRNA-Genes
826,hsa-mir-498,BHMT2,miRNA-Genes
827,hsa-mir-498,IL17RA,miRNA-Genes
828,hsa-mir-498,HYPK,miRNA-Genes
829,hsa-mir-498,DSTYK,miRNA-Genes
830,hsa-mir-498,MTO1,miRNA-Genes
831,hsa-mir-498,BACE2,miRNA-Genes
832,hsa-mir-498,MOB4,miRNA-Genes
833,hsa-mir-498,POC1A,miRNA-Genes
834,hsa-mir-498,SAMHD1,miRNA-Genes
835,hsa-mir-498,LRP10,miRNA-Genes
836,hsa-mir-498,UBXN7,miRNA-Genes
837,hsa-mir-498,TOR1AIP1,miRNA-Genes
838,hsa-mir-498,WSB1,miRNA-Genes
839,hsa-mir-498,RSL1D1,miRNA-Genes
840,hsa-mir-498,CNNM1,miRNA-Genes
841,hsa-mir-498,RGS17,miRNA-Genes
842,hsa-mir-498,SIGLEC9,miRNA-Genes
843,hsa-mir-498,CRCP,miRNA-Genes
844,hsa-mir-498,ANGPTL3,miRNA-Genes
845,hsa-mir-498,MCTS1,miRNA-Genes
846,hsa-mir-498,C16orf72,miRNA-Genes
847,hsa-mir-498,FAM216A,miRNA-Genes
848,hsa-mir-498,NOP53,miRNA-Genes
849,hsa-mir-498,SLC35B3,miRNA-Genes
850,hsa-mir-498,TMED7,miRNA-Genes
851,hsa-mir-498,MRNIP,miRNA-Genes
852,hsa-mir-498,PLAC8,miRNA-Genes
853,hsa-mir-498,VTA1,miRNA-Genes
854,hsa-mir-498,GDE1,miRNA-Genes
855,hsa-mir-498,CYCS,miRNA-Genes
856,hsa-mir-498,DDIT4,miRNA-Genes
857,hsa-mir-498,GPN2,miRNA-Genes
858,hsa-mir-498,RBFOX1,miRNA-Genes
859,hsa-mir-498,OTUD4,miRNA-Genes
860,hsa-mir-498,IL17RD,miRNA-Genes
861,hsa-mir-498,PGPEP1,miRNA-Genes
862,hsa-mir-498,LAX1,miRNA-Genes
863,hsa-mir-498,FAM118A,miRNA-Genes
864,hsa-mir-498,TMEM19,miRNA-Genes
865,hsa-mir-498,RNF121,miRNA-Genes
866,hsa-mir-498,OLAH,miRNA-Genes
867,hsa-mir-498,YOD1,miRNA-Genes
868,hsa-mir-498,GALNT10,miRNA-Genes
869,hsa-mir-498,CDV3,miRNA-Genes
870,hsa-mir-498,PEX26,miRNA-Genes
871,hsa-mir-498,METTL2B,miRNA-Genes
872,hsa-mir-498,PAG1,miRNA-Genes
873,hsa-mir-498,PCDHA6,miRNA-Genes
874,hsa-mir-498,TIGAR,miRNA-Genes
875,hsa-mir-498,PELI2,miRNA-Genes
876,hsa-mir-498,ARFGEF3,miRNA-Genes
877,hsa-mir-498,SMAGP,miRNA-Genes
878,hsa-mir-498,CYP20A1,miRNA-Genes
879,hsa-mir-498,AS3MT,miRNA-Genes
880,hsa-mir-498,PLEKHG1,miRNA-Genes
881,hsa-mir-498,KLHL8,miRNA-Genes
882,hsa-mir-498,ZFP14,miRNA-Genes
883,hsa-mir-498,SLC7A14,miRNA-Genes
884,hsa-mir-498,KIAA1614,miRNA-Genes
885,hsa-mir-498,SRPRB,miRNA-Genes
886,hsa-mir-498,ZNF667,miRNA-Genes
887,hsa-mir-498,FAM217B,miRNA-Genes
888,hsa-mir-498,ABCG8,miRNA-Genes
889,hsa-mir-498,ZNF106,miRNA-Genes
890,hsa-mir-498,C11orf1,miRNA-Genes
891,hsa-mir-498,IFT22,miRNA-Genes
892,hsa-mir-498,GPBP1,miRNA-Genes
893,hsa-mir-498,CENPM,miRNA-Genes
894,hsa-mir-498,METTL22,miRNA-Genes
895,hsa-mir-498,CHAC1,miRNA-Genes
896,hsa-mir-498,NKAP,miRNA-Genes
897,hsa-mir-498,CERS4,miRNA-Genes
898,hsa-mir-498,ZNF329,miRNA-Genes
899,hsa-mir-498,ECHDC3,miRNA-Genes
900,hsa-mir-498,KLHL36,miRNA-Genes
901,hsa-mir-498,ZBTB3,miRNA-Genes
902,hsa-mir-498,CEP76,miRNA-Genes
903,hsa-mir-498,DSN1,miRNA-Genes
904,hsa-mir-498,PCNX2,miRNA-Genes
905,hsa-mir-498,TARS2,miRNA-Genes
906,hsa-mir-498,ORAI2,miRNA-Genes
907,hsa-mir-498,MED28,miRNA-Genes
908,hsa-mir-498,KLHL15,miRNA-Genes
909,hsa-mir-498,LIMD2,miRNA-Genes
910,hsa-mir-498,ASXL3,miRNA-Genes
911,hsa-mir-498,GJA9,miRNA-Genes
912,hsa-mir-498,LMAN2L,miRNA-Genes
913,hsa-mir-498,CLPB,miRNA-Genes
914,hsa-mir-498,RBM4B,miRNA-Genes
915,hsa-mir-498,RSPH3,miRNA-Genes
916,hsa-mir-498,ZDHHC18,miRNA-Genes
917,hsa-mir-498,SLC37A3,miRNA-Genes
918,hsa-mir-498,BRMS1L,miRNA-Genes
919,hsa-mir-498,SPIRE2,miRNA-Genes
920,hsa-mir-498,FAXC,miRNA-Genes
921,hsa-mir-498,CNDP1,miRNA-Genes
922,hsa-mir-498,SPPL2A,miRNA-Genes
923,hsa-mir-498,TBRG1,miRNA-Genes
924,hsa-mir-498,NFATC2IP,miRNA-Genes
925,hsa-mir-498,C9orf3,miRNA-Genes
926,hsa-mir-498,PPP1R15B,miRNA-Genes
927,hsa-mir-498,ZNF566,miRNA-Genes
928,hsa-mir-498,NKD1,miRNA-Genes
929,hsa-mir-498,GTPBP10,miRNA-Genes
930,hsa-mir-498,KNSTRN,miRNA-Genes
931,hsa-mir-498,STPG1,miRNA-Genes
932,hsa-mir-498,LYRM7,miRNA-Genes
933,hsa-mir-498,ZNF486,miRNA-Genes
934,hsa-mir-498,MSANTD3,miRNA-Genes
935,hsa-mir-498,PLXNA4,miRNA-Genes
936,hsa-mir-498,MARVELD3,miRNA-Genes
937,hsa-mir-498,SLC25A51,miRNA-Genes
938,hsa-mir-498,MEX3A,miRNA-Genes
939,hsa-mir-498,ASB16,miRNA-Genes
940,hsa-mir-498,CENPBD1,miRNA-Genes
941,hsa-mir-498,IMP4,miRNA-Genes
942,hsa-mir-498,C1orf158,miRNA-Genes
943,hsa-mir-498,ZNF101,miRNA-Genes
944,hsa-mir-498,SYAP1,miRNA-Genes
945,hsa-mir-498,GTF3C6,miRNA-Genes
946,hsa-mir-498,LACTB,miRNA-Genes
947,hsa-mir-498,PALM2,miRNA-Genes
948,hsa-mir-498,RNF157,miRNA-Genes
949,hsa-mir-498,ZNF689,miRNA-Genes
950,hsa-mir-498,TNFRSF13C,miRNA-Genes
951,hsa-mir-498,WDR92,miRNA-Genes
952,hsa-mir-498,AGAP1,miRNA-Genes
953,hsa-mir-498,SPIC,miRNA-Genes
954,hsa-mir-498,SGK494,miRNA-Genes
955,hsa-mir-498,GJD3,miRNA-Genes
956,hsa-mir-498,ZNF491,miRNA-Genes
957,hsa-mir-498,TMIGD2,miRNA-Genes
958,hsa-mir-498,TNFAIP8L1,miRNA-Genes
959,hsa-mir-498,GABPB2,miRNA-Genes
960,hsa-mir-498,TCEANC2,miRNA-Genes
961,hsa-mir-498,FITM2,miRNA-Genes
962,hsa-mir-498,AP1S3,miRNA-Genes
963,hsa-mir-498,GALM,miRNA-Genes
964,hsa-mir-498,AHSA2,miRNA-Genes
965,hsa-mir-498,UGT3A1,miRNA-Genes
966,hsa-mir-498,NCOA7,miRNA-Genes
967,hsa-mir-498,ZNF786,miRNA-Genes
968,hsa-mir-498,LETM2,miRNA-Genes
969,hsa-mir-498,S100A16,miRNA-Genes
970,hsa-mir-498,STK35,miRNA-Genes
971,hsa-mir-498,SLC2A14,miRNA-Genes
972,hsa-mir-498,WIPF2,miRNA-Genes
973,hsa-mir-498,BTBD19,miRNA-Genes
974,hsa-mir-498,GPR155,miRNA-Genes
975,hsa-mir-498,THAP6,miRNA-Genes
976,hsa-mir-498,PPM1K,miRNA-Genes
977,hsa-mir-498,CNKSR3,miRNA-Genes
978,hsa-mir-498,CXorf38,miRNA-Genes
979,hsa-mir-498,TMTC3,miRNA-Genes
980,hsa-mir-498,ZNF320,miRNA-Genes
981,hsa-mir-498,TOR1AIP2,miRNA-Genes
982,hsa-mir-498,TIGD2,miRNA-Genes
983,hsa-mir-498,FAM151B,miRNA-Genes
984,hsa-mir-498,FUT11,miRNA-Genes
985,hsa-mir-498,AGO4,miRNA-Genes
986,hsa-mir-498,LCTL,miRNA-Genes
987,hsa-mir-498,TRIM65,miRNA-Genes
988,hsa-mir-498,LINC01560,miRNA-Genes
989,hsa-mir-498,KCTD20,miRNA-Genes
990,hsa-mir-498,GK5,miRNA-Genes
991,hsa-mir-498,ZNF844,miRNA-Genes
992,hsa-mir-498,ZFP82,miRNA-Genes
993,hsa-mir-498,NWD1,miRNA-Genes
994,hsa-mir-498,DTWD2,miRNA-Genes
995,hsa-mir-498,SREK1IP1,miRNA-Genes
996,hsa-mir-498,NLRP10,miRNA-Genes
997,hsa-mir-498,ACER2,miRNA-Genes
998,hsa-mir-498,ZNF284,miRNA-Genes
999,hsa-mir-498,IRF2BP2,miRNA-Genes
1000,hsa-mir-498,PTCHD3,miRNA-Genes
1001,hsa-mir-498,ZNF829,miRNA-Genes
1002,hsa-mir-498,SPATA21,miRNA-Genes
1003,hsa-mir-498,MIGA1,miRNA-Genes
1004,hsa-mir-498,ZKSCAN4,miRNA-Genes
1005,hsa-mir-498,PLEKHM3,miRNA-Genes
1006,hsa-mir-498,LIN28B,miRNA-Genes
1007,hsa-mir-498,SAMD5,miRNA-Genes
1008,hsa-mir-498,AGMO,miRNA-Genes
1009,hsa-mir-498,PAIP2B,miRNA-Genes
1010,hsa-mir-498,FBXO47,miRNA-Genes
1011,hsa-mir-498,RNF165,miRNA-Genes
1012,hsa-mir-498,FAM229B,miRNA-Genes
1013,hsa-mir-498,ZNF487,miRNA-Genes
1014,hsa-mir-498,SMIM15,miRNA-Genes
1015,hsa-mir-498,SDHAF1,miRNA-Genes
1016,hsa-mir-498,FAM227A,miRNA-Genes
1017,hsa-mir-498,TMEM78,miRNA-Genes
1018,hsa-mir-498,ZBTB8B,miRNA-Genes
1019,hsa-mir-498,MTRNR2L5,miRNA-Genes
1020,hsa-mir-498,HSPE1-MOB4,miRNA-Genes
1021,hsa-mir-520e,ACOX1,miRNA-Genes
1022,hsa-mir-520e,PARP1,miRNA-Genes
1023,hsa-mir-520e,APOH,miRNA-Genes
1024,hsa-mir-520e,RHOC,miRNA-Genes
1025,hsa-mir-520e,ATP1B3,miRNA-Genes
1026,hsa-mir-520e,ATP6V1C1,miRNA-Genes
1027,hsa-mir-520e,BACH1,miRNA-Genes
1028,hsa-mir-520e,BCL2L2,miRNA-Genes
1029,hsa-mir-520e,BMP8B,miRNA-Genes
1030,hsa-mir-520e,BTG1,miRNA-Genes
1031,hsa-mir-520e,CAPZA2,miRNA-Genes
1032,hsa-mir-520e,CCND2,miRNA-Genes
1033,hsa-mir-520e,CD28,miRNA-Genes
1034,hsa-mir-520e,CLCN3,miRNA-Genes
1035,hsa-mir-520e,COX6B1,miRNA-Genes
1036,hsa-mir-520e,COX6C,miRNA-Genes
1037,hsa-mir-520e,COX10,miRNA-Genes
1038,hsa-mir-520e,CPT1A,miRNA-Genes
1039,hsa-mir-520e,CREB1,miRNA-Genes
1040,hsa-mir-520e,CRK,miRNA-Genes
1041,hsa-mir-520e,CSNK1A1,miRNA-Genes
1042,hsa-mir-520e,CYB5A,miRNA-Genes
1043,hsa-mir-520e,DAD1,miRNA-Genes
1044,hsa-mir-520e,DPYSL2,miRNA-Genes
1045,hsa-mir-520e,DUSP2,miRNA-Genes
1046,hsa-mir-520e,EGFR,miRNA-Genes
1047,hsa-mir-520e,EIF2S1,miRNA-Genes
1048,hsa-mir-520e,ELAVL2,miRNA-Genes
1049,hsa-mir-520e,ELK4,miRNA-Genes
1050,hsa-mir-520e,MARK2,miRNA-Genes
1051,hsa-mir-520e,NR2F6,miRNA-Genes
1052,hsa-mir-520e,ESR1,miRNA-Genes
1053,hsa-mir-520e,ESR2,miRNA-Genes
1054,hsa-mir-520e,F2RL1,miRNA-Genes
1055,hsa-mir-520e,FANCA,miRNA-Genes
1056,hsa-mir-520e,FGF7,miRNA-Genes
1057,hsa-mir-520e,GABPB1,miRNA-Genes
1058,hsa-mir-520e,GALNT3,miRNA-Genes
1059,hsa-mir-520e,GATA6,miRNA-Genes
1060,hsa-mir-520e,GLO1,miRNA-Genes
1061,hsa-mir-520e,GOLGA2,miRNA-Genes
1062,hsa-mir-520e,MKNK2,miRNA-Genes
1063,hsa-mir-520e,GRB10,miRNA-Genes
1064,hsa-mir-520e,GTF2H3,miRNA-Genes
1065,hsa-mir-520e,HADHB,miRNA-Genes
1066,hsa-mir-520e,HAS2,miRNA-Genes
1067,hsa-mir-520e,HAS3,miRNA-Genes
1068,hsa-mir-520e,HIP1,miRNA-Genes
1069,hsa-mir-520e,HIVEP2,miRNA-Genes
1070,hsa-mir-520e,HMGB1,miRNA-Genes
1071,hsa-mir-520e,HOXB3,miRNA-Genes
1072,hsa-mir-520e,IFNAR2,miRNA-Genes
1073,hsa-mir-520e,IGF1R,miRNA-Genes
1074,hsa-mir-520e,FOXK2,miRNA-Genes
1075,hsa-mir-520e,IPP,miRNA-Genes
1076,hsa-mir-520e,IRF2,miRNA-Genes
1077,hsa-mir-520e,ITGA2,miRNA-Genes
1078,hsa-mir-520e,KCNA7,miRNA-Genes
1079,hsa-mir-520e,KCND3,miRNA-Genes
1080,hsa-mir-520e,KCNJ8,miRNA-Genes
1081,hsa-mir-520e,KCNMB1,miRNA-Genes
1082,hsa-mir-520e,KPNA2,miRNA-Genes
1083,hsa-mir-520e,ABLIM1,miRNA-Genes
1084,hsa-mir-520e,MAP1B,miRNA-Genes
1085,hsa-mir-520e,MBNL1,miRNA-Genes
1086,hsa-mir-520e,MCM7,miRNA-Genes
1087,hsa-mir-520e,CD46,miRNA-Genes
1088,hsa-mir-520e,MFAP2,miRNA-Genes
1089,hsa-mir-520e,MSH3,miRNA-Genes
1090,hsa-mir-520e,MYO1F,miRNA-Genes
1091,hsa-mir-520e,MYH9,miRNA-Genes
1092,hsa-mir-520e,MYO1D,miRNA-Genes
1093,hsa-mir-520e,NFIB,miRNA-Genes
1094,hsa-mir-520e,DDR2,miRNA-Genes
1095,hsa-mir-520e,PAK2,miRNA-Genes
1096,hsa-mir-520e,PDE4C,miRNA-Genes
1097,hsa-mir-520e,PDHB,miRNA-Genes
1098,hsa-mir-520e,PDPK1,miRNA-Genes
1099,hsa-mir-520e,PER1,miRNA-Genes
1100,hsa-mir-520e,PFKP,miRNA-Genes
1101,hsa-mir-520e,PIGA,miRNA-Genes
1102,hsa-mir-520e,POU2F1,miRNA-Genes
1103,hsa-mir-520e,PRIM1,miRNA-Genes
1104,hsa-mir-520e,PRKACB,miRNA-Genes
1105,hsa-mir-520e,PTGIS,miRNA-Genes
1106,hsa-mir-520e,QSOX1,miRNA-Genes
1107,hsa-mir-520e,RANGAP1,miRNA-Genes
1108,hsa-mir-520e,RBBP6,miRNA-Genes
1109,hsa-mir-520e,REST,miRNA-Genes
1110,hsa-mir-520e,RTN2,miRNA-Genes
1111,hsa-mir-520e,SBF1,miRNA-Genes
1112,hsa-mir-520e,CCL5,miRNA-Genes
1113,hsa-mir-520e,SLC1A5,miRNA-Genes
1114,hsa-mir-520e,SLC6A4,miRNA-Genes
1115,hsa-mir-520e,SON,miRNA-Genes
1116,hsa-mir-520e,SP2,miRNA-Genes
1117,hsa-mir-520e,SPIB,miRNA-Genes
1118,hsa-mir-520e,HSPA13,miRNA-Genes
1119,hsa-mir-520e,STX4,miRNA-Genes
1120,hsa-mir-520e,ADAM17,miRNA-Genes
1121,hsa-mir-520e,ELOC,miRNA-Genes
1122,hsa-mir-520e,TFAP4,miRNA-Genes
1123,hsa-mir-520e,NR2F2,miRNA-Genes
1124,hsa-mir-520e,TSPAN6,miRNA-Genes
1125,hsa-mir-520e,GPR137B,miRNA-Genes
1126,hsa-mir-520e,NR2C2,miRNA-Genes
1127,hsa-mir-520e,TXK,miRNA-Genes
1128,hsa-mir-520e,UBE2V2,miRNA-Genes
1129,hsa-mir-520e,WEE1,miRNA-Genes
1130,hsa-mir-520e,ZNF7,miRNA-Genes
1131,hsa-mir-520e,ZNF12,miRNA-Genes
1132,hsa-mir-520e,ZNF70,miRNA-Genes
1133,hsa-mir-520e,ZNF174,miRNA-Genes
1134,hsa-mir-520e,CCDC6,miRNA-Genes
1135,hsa-mir-520e,SERF1A,miRNA-Genes
1136,hsa-mir-520e,FZD6,miRNA-Genes
1137,hsa-mir-520e,FZD9,miRNA-Genes
1138,hsa-mir-520e,HIST1H2BG,miRNA-Genes
1139,hsa-mir-520e,ULK1,miRNA-Genes
1140,hsa-mir-520e,CUL3,miRNA-Genes
1141,hsa-mir-520e,MAPKAPK5,miRNA-Genes
1142,hsa-mir-520e,DEGS1,miRNA-Genes
1143,hsa-mir-520e,TNFRSF10B,miRNA-Genes
