Source,Target,Regulation
hsa-mir-429,CHP2,miRNA-Genes
hsa-mir-137,MAP1A,miRNA-Genes
hsa-mir-429,ACSF2,miRNA-Genes
hsa-mir-429,TUBA1A,miRNA-Genes
hsa-mir-429,ANKRD33,miRNA-Genes
hsa-mir-451a,PPP1R14A,miRNA-Genes
hsa-mir-429,KLK4,miRNA-Genes
hsa-mir-429,KLK6,miRNA-Genes
hsa-mir-429,TBX10,miRNA-Genes
hsa-mir-429,KRT24,miRNA-Genes
hsa-mir-3662,MGAT2,miRNA-Genes
hsa-mir-429,AXIN2,miRNA-Genes
hsa-mir-451a,HSPB3,miRNA-Genes
hsa-mir-429,CXCL8,miRNA-Genes
hsa-mir-429,MUC15,miRNA-Genes
hsa-mir-429,PCBP1,miRNA-Genes
hsa-mir-378c,TMEM154,miRNA-Genes
hsa-mir-137,FABP4,miRNA-Genes
hsa-mir-429,FOS,miRNA-Genes
hsa-mir-429,CEL,miRNA-Genes
hsa-mir-429,PKIA,miRNA-Genes
hsa-mir-429,NETO2,miRNA-Genes
hsa-mir-429,SOSTDC1,miRNA-Genes
hsa-mir-378c,CHD7,miRNA-Genes
hsa-mir-429,KRT20,miRNA-Genes
hsa-mir-429,KRT20,miRNA-Genes
hsa-mir-429,ENC1,miRNA-Genes
hsa-mir-429,P2RY6,miRNA-Genes
hsa-mir-378c,ANO5,miRNA-Genes
hsa-mir-429,FRMD5,miRNA-Genes
hsa-mir-137,AQP4,miRNA-Genes
hsa-mir-429,SCG2,miRNA-Genes
hsa-mir-429,MTBP,miRNA-Genes
hsa-mir-577,ID4,miRNA-Genes
hsa-mir-935,ID4,miRNA-Genes
hsa-mir-429,STARD5,miRNA-Genes
hsa-mir-137,FUT9,miRNA-Genes
hsa-mir-137,NBEA,miRNA-Genes
hsa-mir-137,CYSLTR1,miRNA-Genes
hsa-mir-137,CBX2,miRNA-Genes
hsa-mir-577,ZBTB4,miRNA-Genes
hsa-mir-577,ZBTB4,miRNA-Genes
hsa-mir-429,PDZK1,miRNA-Genes
hsa-mir-137,CADM2,miRNA-Genes
hsa-mir-137,CADM2,miRNA-Genes
hsa-mir-429,ISX,miRNA-Genes
hsa-mir-137,CCDC14,miRNA-Genes
hsa-mir-429,P2RY2,miRNA-Genes
hsa-mir-429,RMI2,miRNA-Genes
hsa-mir-429,NR2F1,miRNA-Genes
hsa-mir-429,SFN,miRNA-Genes
hsa-mir-429,ATAD5,miRNA-Genes
hsa-mir-429,SLC35G1,miRNA-Genes
hsa-mir-592,FAM91A1,miRNA-Genes
hsa-mir-592,SOX11,miRNA-Genes
hsa-mir-935,SOX11,miRNA-Genes
hsa-mir-429,C8G,miRNA-Genes
hsa-mir-429,ZBED2,miRNA-Genes
hsa-mir-429,GLDC,miRNA-Genes
hsa-mir-429,GRM8,miRNA-Genes
hsa-mir-137,NRXN1,miRNA-Genes
hsa-mir-577,RCC1,miRNA-Genes
hsa-mir-429,KCTD4,miRNA-Genes
hsa-mir-137,SERTM1,miRNA-Genes
hsa-mir-429,RNF182,miRNA-Genes
hsa-mir-429,YOD1,miRNA-Genes
hsa-mir-429,CXCR2,miRNA-Genes
hsa-mir-137,SSR4,miRNA-Genes
hsa-mir-429,OXTR,miRNA-Genes
hsa-mir-137,GPR137C,miRNA-Genes
hsa-mir-429,DDN,miRNA-Genes
hsa-mir-429,LDOC1,miRNA-Genes
hsa-mir-137,SYNM,miRNA-Genes
hsa-mir-378c,NXPH4,miRNA-Genes
hsa-mir-378c,KPNA2,miRNA-Genes
hsa-mir-429,BGN,miRNA-Genes
hsa-mir-429,NDN,miRNA-Genes
hsa-mir-137,KCNB2,miRNA-Genes
hsa-mir-429,SLC35D3,miRNA-Genes
hsa-mir-429,C1orf116,miRNA-Genes
hsa-mir-137,TCEAL7,miRNA-Genes
hsa-mir-137,SLC8A1,miRNA-Genes
hsa-mir-429,RIPPLY3,miRNA-Genes
hsa-mir-429,TRAIP,miRNA-Genes
hsa-mir-429,FAM3B,miRNA-Genes
hsa-mir-429,TRIML1,miRNA-Genes
hsa-mir-429,PCDH9,miRNA-Genes
hsa-mir-137,PCDH9,miRNA-Genes
hsa-mir-451a,PCDH9,miRNA-Genes
hsa-mir-429,TACSTD2,miRNA-Genes
hsa-mir-429,LRRC19,miRNA-Genes
hsa-mir-429,C6orf58,miRNA-Genes
hsa-mir-429,RNLS,miRNA-Genes
hsa-mir-137,TCEAL2,miRNA-Genes
hsa-mir-451a,ANKS1B,miRNA-Genes
hsa-mir-429,NOTUM,miRNA-Genes
hsa-mir-577,PARPBP,miRNA-Genes
hsa-mir-429,AHNAK2,miRNA-Genes
hsa-mir-137,KCNQ5,miRNA-Genes
hsa-mir-137,KCNIP4,miRNA-Genes
hsa-mir-137,KCNIP4,miRNA-Genes
hsa-mir-137,NAP1L2,miRNA-Genes
hsa-mir-429,KLK12,miRNA-Genes
hsa-mir-429,FOXD2,miRNA-Genes
hsa-mir-429,HPDL,miRNA-Genes
hsa-mir-429,C3orf70,miRNA-Genes
hsa-mir-429,NPSR1,miRNA-Genes
hsa-mir-137,COL4A1,miRNA-Genes
hsa-mir-429,COL4A1,miRNA-Genes
hsa-mir-378c,COL4A1,miRNA-Genes
hsa-mir-429,DNER,miRNA-Genes
hsa-mir-429,NCR3LG1,miRNA-Genes
hsa-mir-429,INSC,miRNA-Genes
hsa-mir-429,HBA2,miRNA-Genes
hsa-mir-378c,ADAT2,miRNA-Genes
hsa-mir-429,RELN,miRNA-Genes
hsa-mir-429,GJB4,miRNA-Genes
hsa-mir-378c,SYCP2,miRNA-Genes
hsa-mir-429,PLEKHG4,miRNA-Genes
hsa-mir-429,ARL9,miRNA-Genes
hsa-mir-429,MME,miRNA-Genes
hsa-mir-429,FAM72A,miRNA-Genes
hsa-mir-429,MMP1,miRNA-Genes
hsa-mir-429,SLC30A10,miRNA-Genes
hsa-mir-429,S100A2,miRNA-Genes
hsa-mir-429,ZNF239,miRNA-Genes
hsa-mir-429,CYSRT1,miRNA-Genes
hsa-mir-429,KANK2,miRNA-Genes
hsa-mir-429,GUCA2A,miRNA-Genes
hsa-mir-429,SERPINB2,miRNA-Genes
hsa-mir-429,DPP4,miRNA-Genes
hsa-mir-935,ELOVL2,miRNA-Genes
hsa-mir-429,AKR1B10,miRNA-Genes
hsa-mir-451a,LPAR1,miRNA-Genes
hsa-mir-451a,TUBB3,miRNA-Genes
hsa-mir-429,CNGA1,miRNA-Genes
hsa-mir-429,AKR1C4,miRNA-Genes
hsa-mir-429,FAM3D,miRNA-Genes
hsa-mir-592,ANKRD13B,miRNA-Genes
hsa-mir-429,F5,miRNA-Genes
hsa-mir-1269a,RORB,miRNA-Genes
hsa-mir-3651,MICB,miRNA-Genes
hsa-mir-3651,MICB,miRNA-Genes
hsa-mir-3651,MICB,miRNA-Genes
hsa-mir-3651,MICB,miRNA-Genes
hsa-mir-3651,MICB,miRNA-Genes
hsa-mir-3651,MICB,miRNA-Genes
hsa-mir-3651,MICB,miRNA-Genes
hsa-mir-3651,MICB,miRNA-Genes
hsa-mir-137,POU5F1,miRNA-Genes
hsa-mir-137,POU5F1,miRNA-Genes
hsa-mir-137,POU5F1,miRNA-Genes
hsa-mir-137,POU5F1,miRNA-Genes
hsa-mir-137,POU5F1,miRNA-Genes
hsa-mir-137,POU5F1,miRNA-Genes
hsa-mir-137,POU5F1,miRNA-Genes
hsa-mir-429,MROH6,miRNA-Genes
hsa-mir-429,MROH6,miRNA-Genes
hsa-mir-137,MZT1,miRNA-Genes
hsa-mir-429,ERICH4,miRNA-Genes
hsa-mir-378c,CCNI2,miRNA-Genes
hsa-mir-429,MLLT11,miRNA-Genes
hsa-mir-429,ANG,miRNA-Genes
hsa-mir-429,FAM72D,miRNA-Genes
hsa-mir-429,TNFRSF25,miRNA-Genes
hsa-mir-429,MYBPHL,miRNA-Genes
hsa-mir-429,PSG1,miRNA-Genes
hsa-mir-429,ZSCAN31,miRNA-Genes
hsa-mir-429,PNMA2,miRNA-Genes
hsa-mir-592,PNMA2,miRNA-Genes
hsa-mir-429,UGT1A8,miRNA-Genes
hsa-mir-429,UGT1A10,miRNA-Genes
hsa-mir-429,UGT1A3,miRNA-Genes
hsa-mir-429,UGT1A7,miRNA-Genes
hsa-mir-378c,MGAM,miRNA-Genes
hsa-mir-378c,MGAM,miRNA-Genes
hsa-mir-429,TUBB3,miRNA-Genes
hsa-mir-3662,ZHX1-C8orf76,miRNA-Genes
hsa-mir-1269a,ZHX1-C8orf76,miRNA-Genes
hsa-mir-137,FRRS1L,miRNA-Genes
hsa-mir-935,TXNIP,miRNA-Genes
hsa-mir-429,MMP28,miRNA-Genes
hsa-mir-429,MMP28,miRNA-Genes
hsa-mir-137,GRIN2B,miRNA-Genes
hsa-mir-429,FCGBP,miRNA-Genes
hsa-mir-429,FCGBP,miRNA-Genes
hsa-mir-137,NEFL,miRNA-Genes
hsa-mir-378c,NEFL,miRNA-Genes
hsa-mir-877,TP53INP2,miRNA-Genes
hsa-let-7c,TRIM71,miRNA-Genes
hsa-let-7c,HMGA2,miRNA-Genes
hsa-let-7c,HMGA2,miRNA-Genes
hsa-mir-21,TPM1,miRNA-Genes
hsa-mir-21,PDCD4,miRNA-Genes
hsa-mir-21,PDCD4,miRNA-Genes
hsa-mir-21,PDCD4,miRNA-Genes
hsa-mir-21,CDKN1A,miRNA-Genes
hsa-mir-21,ACTA2,miRNA-Genes
hsa-mir-21,BTG2,miRNA-Genes
hsa-mir-21,IL6R,miRNA-Genes
hsa-mir-21,PDCD4,miRNA-Genes
hsa-mir-21,CDK6,miRNA-Genes
hsa-mir-21,CFL2,miRNA-Genes
hsa-mir-21,RECK,miRNA-Genes
hsa-mir-21,TIMP3,miRNA-Genes
hsa-mir-21,RECK,miRNA-Genes
hsa-mir-21,PDCD4,miRNA-Genes
hsa-mir-21,SOX5,miRNA-Genes
hsa-mir-21,TGFBR3,miRNA-Genes
hsa-mir-21,PDCD4,miRNA-Genes
hsa-mir-21,PDCD4,miRNA-Genes
hsa-mir-21,PDCD4,miRNA-Genes
hsa-mir-21,PDCD4,miRNA-Genes
hsa-mir-21,E2F1,miRNA-Genes
hsa-mir-21,CDC25A,miRNA-Genes
hsa-mir-21,BTG2,miRNA-Genes
hsa-mir-21,RECK,miRNA-Genes
hsa-mir-30a,KRT7,miRNA-Genes
hsa-mir-96,HTR1B,miRNA-Genes
hsa-mir-96,MYRIP,miRNA-Genes
hsa-mir-100,PLK1,miRNA-Genes
hsa-mir-183,KRTAP3-2,miRNA-Genes
hsa-mir-183,KRTAP3-2,miRNA-Genes
hsa-mir-204,MMP3,miRNA-Genes
hsa-mir-204,MMP9,miRNA-Genes
hsa-mir-204,BMP1,miRNA-Genes
hsa-mir-204,CDH11,miRNA-Genes
hsa-mir-204,CDC25B,miRNA-Genes
hsa-mir-204,AURKB,miRNA-Genes
hsa-mir-204,SOX4,miRNA-Genes
hsa-mir-204,HMGA2,miRNA-Genes
hsa-mir-204,SPARC,miRNA-Genes
hsa-mir-215,TYMS,miRNA-Genes
hsa-mir-215,DTL,miRNA-Genes
hsa-mir-222,KIT,miRNA-Genes
hsa-mir-222,FOS,miRNA-Genes
hsa-mir-222,MMP1,miRNA-Genes
hsa-mir-222,BBC3,miRNA-Genes
hsa-mir-222,TIMP3,miRNA-Genes
hsa-mir-200b,ZEB1,miRNA-Genes
hsa-mir-145,FSCN1,miRNA-Genes
hsa-mir-145,CCNA2,miRNA-Genes
hsa-mir-145,KRT7,miRNA-Genes
hsa-mir-195,E2F3,miRNA-Genes
hsa-mir-195,CDK6,miRNA-Genes
hsa-mir-200c,ZEB1,miRNA-Genes
hsa-mir-200c,ZEB1,miRNA-Genes
hsa-mir-29c,DNMT3B,miRNA-Genes
hsa-mir-29c,COL3A1,miRNA-Genes
hsa-mir-29c,COL4A1,miRNA-Genes
hsa-mir-29c,COL1A1,miRNA-Genes
hsa-mir-29c,COL1A2,miRNA-Genes
hsa-mir-200a,ZEB1,miRNA-Genes
hsa-mir-200a,CTNNBIP1,miRNA-Genes
hsa-mir-335,SOX4,miRNA-Genes
hsa-mir-133b,KLF15,miRNA-Genes
hsa-mir-503,CDC25A,miRNA-Genes
hsa-mir-503,CCNE1,miRNA-Genes
hsa-mir-137,SERPINA3,miRNA-Genes
hsa-mir-137,JAG1,miRNA-Genes
hsa-mir-137,AKT2,miRNA-Genes
hsa-mir-137,ASGR2,miRNA-Genes
hsa-mir-137,ATOX1,miRNA-Genes
hsa-mir-137,BCAT1,miRNA-Genes
hsa-mir-137,BMP7,miRNA-Genes
hsa-mir-137,BNIP3L,miRNA-Genes
hsa-mir-137,CDC42,miRNA-Genes
hsa-mir-137,CDK6,miRNA-Genes
hsa-mir-137,CHRM3,miRNA-Genes
hsa-mir-137,CNN2,miRNA-Genes
hsa-mir-137,CSE1L,miRNA-Genes
hsa-mir-137,CTBP1,miRNA-Genes
hsa-mir-137,DBN1,miRNA-Genes
hsa-mir-137,DR1,miRNA-Genes
hsa-mir-137,E2F6,miRNA-Genes
hsa-mir-137,EGFR,miRNA-Genes
hsa-mir-137,ESRRA,miRNA-Genes
hsa-mir-137,EZH2,miRNA-Genes
hsa-mir-137,FKBP1A,miRNA-Genes
hsa-mir-137,GLO1,miRNA-Genes
hsa-mir-137,GOLGA3,miRNA-Genes
hsa-mir-137,NR3C1,miRNA-Genes
hsa-mir-137,GTF2E1,miRNA-Genes
hsa-mir-137,H3F3B,miRNA-Genes
hsa-mir-137,HOXC8,miRNA-Genes
hsa-mir-137,KIT,miRNA-Genes
hsa-mir-137,MCM4,miRNA-Genes
hsa-mir-137,MET,miRNA-Genes
hsa-mir-137,MITF,miRNA-Genes
hsa-mir-137,MSI1,miRNA-Genes
hsa-mir-137,COX2,miRNA-Genes
hsa-mir-137,MYO1C,miRNA-Genes
hsa-mir-137,NFYB,miRNA-Genes
hsa-mir-137,YBX1,miRNA-Genes
hsa-mir-137,PAFAH1B2,miRNA-Genes
hsa-mir-137,PAK2,miRNA-Genes
hsa-mir-137,PAX9,miRNA-Genes
hsa-mir-137,PLS1,miRNA-Genes
hsa-mir-137,MED1,miRNA-Genes
hsa-mir-137,PRKAA1,miRNA-Genes
hsa-mir-137,PTGS2,miRNA-Genes
hsa-mir-137,PXN,miRNA-Genes
hsa-mir-137,RASGRF1,miRNA-Genes
hsa-mir-137,RNF4,miRNA-Genes
hsa-mir-137,RORA,miRNA-Genes
hsa-mir-137,RPL9,miRNA-Genes
hsa-mir-137,RREB1,miRNA-Genes
hsa-mir-137,CXCL12,miRNA-Genes
hsa-mir-137,SLC1A5,miRNA-Genes
hsa-mir-137,SLC6A3,miRNA-Genes
hsa-mir-137,SNRPE,miRNA-Genes
hsa-mir-137,SP1,miRNA-Genes
hsa-mir-137,SSFA2,miRNA-Genes
hsa-mir-137,AURKA,miRNA-Genes
hsa-mir-137,TBX3,miRNA-Genes
hsa-mir-137,TEF,miRNA-Genes
hsa-mir-137,TGFB2,miRNA-Genes
hsa-mir-137,TLR3,miRNA-Genes
hsa-mir-137,ZNF24,miRNA-Genes
hsa-mir-137,NCOA3,miRNA-Genes
hsa-mir-137,CUL4A,miRNA-Genes
hsa-mir-137,DCLK1,miRNA-Genes
hsa-mir-137,KLF4,miRNA-Genes
hsa-mir-137,KDM4A,miRNA-Genes
hsa-mir-137,TRAM2,miRNA-Genes
hsa-mir-137,ZC3H11A,miRNA-Genes
hsa-mir-137,AP5Z1,miRNA-Genes
hsa-mir-137,SUPT7L,miRNA-Genes
hsa-mir-137,HNRNPDL,miRNA-Genes
hsa-mir-137,LHFPL2,miRNA-Genes
hsa-mir-137,TRIM13,miRNA-Genes
hsa-mir-137,EIF1,miRNA-Genes
hsa-mir-137,COQ7,miRNA-Genes
hsa-mir-137,ZNF267,miRNA-Genes
hsa-mir-137,NCOA2,miRNA-Genes
hsa-mir-137,PAIP1,miRNA-Genes
hsa-mir-137,KDM5B,miRNA-Genes
hsa-mir-137,GLIPR1,miRNA-Genes
hsa-mir-137,PAPD7,miRNA-Genes
hsa-mir-137,KLF12,miRNA-Genes
hsa-mir-137,Nr1i3,miRNA-Genes
hsa-mir-137,KDM2A,miRNA-Genes
hsa-mir-137,LIMCH1,miRNA-Genes
hsa-mir-137,KDM1A,miRNA-Genes
hsa-mir-137,GRAMD4,miRNA-Genes
hsa-mir-137,UBXN4,miRNA-Genes
hsa-mir-137,SLC39A14,miRNA-Genes
hsa-mir-137,PPP1R14B,miRNA-Genes
hsa-mir-137,CCDC59,miRNA-Genes
hsa-mir-137,BTBD1,miRNA-Genes
hsa-mir-137,RBM27,miRNA-Genes
hsa-mir-137,MRPS21,miRNA-Genes
hsa-mir-137,SNRK,miRNA-Genes
hsa-mir-137,DUS2,miRNA-Genes
hsa-mir-137,TRMT10C,miRNA-Genes
hsa-mir-137,TMA16,miRNA-Genes
hsa-mir-137,CTPS2,miRNA-Genes
hsa-mir-137,USP28,miRNA-Genes
hsa-mir-137,GPBP1L1,miRNA-Genes
hsa-mir-137,SPCS3,miRNA-Genes
hsa-mir-137,CIDEC,miRNA-Genes
hsa-mir-137,GIGYF1,miRNA-Genes
hsa-mir-137,BCL11B,miRNA-Genes
hsa-mir-137,NBEAL1,miRNA-Genes
hsa-mir-137,UBE2Z,miRNA-Genes
hsa-mir-137,LONRF3,miRNA-Genes
hsa-mir-137,PTGES2,miRNA-Genes
hsa-mir-137,KLHL15,miRNA-Genes
hsa-mir-137,KDM7A,miRNA-Genes
hsa-mir-137,CALN1,miRNA-Genes
hsa-mir-137,DDI2,miRNA-Genes
hsa-mir-137,SLX4,miRNA-Genes
hsa-mir-137,TXNDC17,miRNA-Genes
hsa-mir-137,SFT2D3,miRNA-Genes
hsa-mir-137,TMEM41A,miRNA-Genes
hsa-mir-137,ZNF804A,miRNA-Genes
hsa-mir-137,MTDH,miRNA-Genes
hsa-mir-137,MARCHF9,miRNA-Genes
hsa-mir-137,SFXN5,miRNA-Genes
hsa-mir-137,FNIP1,miRNA-Genes
hsa-mir-137,FMNL2,miRNA-Genes
hsa-mir-137,PCMTD1,miRNA-Genes
hsa-mir-137,COX20,miRNA-Genes
hsa-mir-137,RFTN2,miRNA-Genes
hsa-mir-137,LYPD6,miRNA-Genes
hsa-mir-137,FUNDC1,miRNA-Genes
hsa-mir-137,WFDC6,miRNA-Genes
hsa-mir-137,ZDHHC15,miRNA-Genes
hsa-mir-137,FUT11,miRNA-Genes
hsa-mir-137,ADAMTS15,miRNA-Genes
hsa-mir-137,AGO4,miRNA-Genes
hsa-mir-137,VMA21,miRNA-Genes
hsa-mir-137,FOXK1,miRNA-Genes
hsa-mir-137,YTHDF3,miRNA-Genes
hsa-mir-137,PPP1R37,miRNA-Genes
hsa-mir-137,ZNF326,miRNA-Genes
hsa-mir-137,EOGT,miRNA-Genes
hsa-mir-137,SREK1IP1,miRNA-Genes
hsa-mir-137,ZNF678,miRNA-Genes
hsa-mir-137,XKR7,miRNA-Genes
hsa-mir-137,NUP43,miRNA-Genes
hsa-mir-137,SLCO4C1,miRNA-Genes
hsa-mir-137,ZNF772,miRNA-Genes
hsa-mir-137,H3F3C,miRNA-Genes
hsa-mir-137,LMOD2,miRNA-Genes
hsa-mir-137,ZFP62,miRNA-Genes
hsa-mir-137,SLC35E2B,miRNA-Genes
hsa-mir-133b,AKT1,miRNA-Genes
hsa-mir-133b,FAS,miRNA-Genes
hsa-mir-133b,RHOA,miRNA-Genes
hsa-mir-133b,BCL2L1,miRNA-Genes
hsa-mir-133b,BCL2L2,miRNA-Genes
hsa-mir-133b,HCN2,miRNA-Genes
hsa-mir-133b,FOXL2,miRNA-Genes
hsa-mir-133b,SERPINH1,miRNA-Genes
hsa-mir-133b,CDC42,miRNA-Genes
hsa-mir-133b,CNN2,miRNA-Genes
hsa-mir-133b,HAPLN1,miRNA-Genes
hsa-mir-133b,CTGF,miRNA-Genes
hsa-mir-133b,EGFR,miRNA-Genes
hsa-mir-133b,ERG,miRNA-Genes
hsa-mir-133b,FGFR1,miRNA-Genes
hsa-mir-133b,FOXC1,miRNA-Genes
hsa-mir-133b,FOSL2,miRNA-Genes
hsa-mir-133b,GLI1,miRNA-Genes
hsa-mir-133b,GLI3,miRNA-Genes
hsa-mir-133b,GSTP1,miRNA-Genes
hsa-mir-133b,IGF1R,miRNA-Genes
hsa-mir-133b,ITPKB,miRNA-Genes
hsa-mir-133b,KCNH2,miRNA-Genes
hsa-mir-133b,MC2R,miRNA-Genes
hsa-mir-133b,MCL1,miRNA-Genes
hsa-mir-133b,MET,miRNA-Genes
hsa-mir-133b,MMP9,miRNA-Genes
hsa-mir-133b,MMP14,miRNA-Genes
hsa-mir-133b,PDE1A,miRNA-Genes
hsa-mir-133b,PITX3,miRNA-Genes
hsa-mir-133b,PKM,miRNA-Genes
hsa-mir-133b,POU2F2,miRNA-Genes
hsa-mir-133b,PTBP1,miRNA-Genes
hsa-mir-133b,PTMA,miRNA-Genes
hsa-mir-133b,PTPRK,miRNA-Genes
hsa-mir-133b,RAB5C,miRNA-Genes
hsa-mir-133b,SGK1,miRNA-Genes
hsa-mir-133b,FSCN1,miRNA-Genes
hsa-mir-133b,SP1,miRNA-Genes
hsa-mir-133b,STK3,miRNA-Genes
hsa-mir-133b,TPM3,miRNA-Genes
hsa-mir-133b,CXCR4,miRNA-Genes
hsa-mir-133b,NUP214,miRNA-Genes
hsa-mir-133b,HIST2H2AC,miRNA-Genes
hsa-mir-133b,TAGLN2,miRNA-Genes
hsa-mir-133b,CDK13,miRNA-Genes
hsa-mir-133b,CDK5R1,miRNA-Genes
hsa-mir-133b,CPNE3,miRNA-Genes
hsa-mir-133b,PIAS2,miRNA-Genes
hsa-mir-133b,RB1CC1,miRNA-Genes
hsa-mir-133b,HCN4,miRNA-Genes
hsa-mir-133b,CCNI,miRNA-Genes
hsa-mir-133b,SUPT16H,miRNA-Genes
hsa-mir-133b,SEPTIN6,miRNA-Genes
hsa-mir-133b,SIRT1,miRNA-Genes
hsa-mir-133b,RHOQ,miRNA-Genes
hsa-mir-133b,KPNA6,miRNA-Genes
hsa-mir-133b,ANGPT4,miRNA-Genes
hsa-mir-133b,CHMP3,miRNA-Genes
hsa-mir-133b,C11orf24,miRNA-Genes
hsa-mir-133b,FAIM,miRNA-Genes
hsa-mir-133b,PPP2R2D,miRNA-Genes
hsa-mir-133b,FAM160B1,miRNA-Genes
hsa-mir-133b,PTBP2,miRNA-Genes
hsa-mir-133b,PRDM16,miRNA-Genes
hsa-mir-133b,ATP13A3,miRNA-Genes
hsa-mir-133b,ZMAT4,miRNA-Genes
hsa-mir-133b,DCAKD,miRNA-Genes
hsa-mir-133b,ZBTB37,miRNA-Genes
hsa-mir-133b,MYPN,miRNA-Genes
hsa-mir-133b,ANGEL2,miRNA-Genes
hsa-mir-133b,SYAP1,miRNA-Genes
hsa-mir-133b,C17orf64,miRNA-Genes
hsa-mir-133b,EMID1,miRNA-Genes
hsa-mir-133b,TRIM71,miRNA-Genes
hsa-mir-133b,ZFP28,miRNA-Genes
hsa-mir-133b,SESN3,miRNA-Genes
hsa-mir-133b,CMTM4,miRNA-Genes
hsa-mir-133b,RNF168,miRNA-Genes
hsa-mir-133b,CCDC39,miRNA-Genes
hsa-mir-133b,RBMXL1,miRNA-Genes
hsa-mir-133b,ZNF704,miRNA-Genes
hsa-mir-133b,TXNRD3NB,miRNA-Genes
hsa-mir-133b,RNF103-CHMP3,miRNA-Genes
hsa-mir-429,XIAP,miRNA-Genes
hsa-mir-429,ARHGDIA,miRNA-Genes
hsa-mir-429,RERE,miRNA-Genes
hsa-mir-429,ATP5G3,miRNA-Genes
hsa-mir-429,ATP6V1E1,miRNA-Genes
hsa-mir-429,AVPR1A,miRNA-Genes
hsa-mir-429,BCL2,miRNA-Genes
hsa-mir-429,CASP2,miRNA-Genes
hsa-mir-429,SERPINH1,miRNA-Genes
hsa-mir-429,CCNT2,miRNA-Genes
hsa-mir-429,SEPTIN7,miRNA-Genes
hsa-mir-429,CDKN1B,miRNA-Genes
hsa-mir-429,CRKL,miRNA-Genes
hsa-mir-429,CYP1A1,miRNA-Genes
hsa-mir-429,DNMT1,miRNA-Genes
hsa-mir-429,EP300,miRNA-Genes
hsa-mir-429,EZH2,miRNA-Genes
hsa-mir-429,ACSL4,miRNA-Genes
hsa-mir-429,FKBP5,miRNA-Genes
hsa-mir-429,GATA6,miRNA-Genes
hsa-mir-429,GOT1,miRNA-Genes
hsa-mir-429,MKNK2,miRNA-Genes
hsa-mir-429,HIF1A,miRNA-Genes
hsa-mir-429,HOXB5,miRNA-Genes
hsa-mir-429,IGF2,miRNA-Genes
hsa-mir-429,IL4,miRNA-Genes
hsa-mir-429,IRS1,miRNA-Genes
hsa-mir-429,JUN,miRNA-Genes
hsa-mir-429,KRAS,miRNA-Genes
hsa-mir-429,LMNB1,miRNA-Genes
hsa-mir-429,M6PR,miRNA-Genes
hsa-mir-429,DNAJB9,miRNA-Genes
hsa-mir-429,MYB,miRNA-Genes
hsa-mir-429,MYC,miRNA-Genes
hsa-mir-429,PAK2,miRNA-Genes
hsa-mir-429,PDPK1,miRNA-Genes
hsa-mir-429,PKD1,miRNA-Genes
hsa-mir-429,PLCG1,miRNA-Genes
hsa-mir-429,PMAIP1,miRNA-Genes
hsa-mir-429,MAPK7,miRNA-Genes
hsa-mir-429,PTEN,miRNA-Genes
hsa-mir-429,PTPN4,miRNA-Genes
hsa-mir-429,PTPRD,miRNA-Genes
hsa-mir-429,RBBP4,miRNA-Genes
hsa-mir-429,SHC1,miRNA-Genes
hsa-mir-429,SHOX2,miRNA-Genes
hsa-mir-429,FSCN1,miRNA-Genes
hsa-mir-429,SOX2,miRNA-Genes
hsa-mir-429,SP1,miRNA-Genes
hsa-mir-429,ELOC,miRNA-Genes
hsa-mir-429,TCF7L2,miRNA-Genes
hsa-mir-429,ZEB1,miRNA-Genes
hsa-mir-429,TIMP2,miRNA-Genes
hsa-mir-429,TPD52L1,miRNA-Genes
hsa-mir-429,TUBB2A,miRNA-Genes
hsa-mir-429,UBE2D1,miRNA-Genes
hsa-mir-429,VEGFA,miRNA-Genes
hsa-mir-429,MLLT10,miRNA-Genes
hsa-mir-429,SHOC2,miRNA-Genes
hsa-mir-429,YEATS4,miRNA-Genes
hsa-mir-429,BAP1,miRNA-Genes
hsa-mir-429,KLF11,miRNA-Genes
hsa-mir-429,CDC14B,miRNA-Genes
hsa-mir-429,STX16,miRNA-Genes
hsa-mir-429,RTL8C,miRNA-Genes
hsa-mir-429,QKI,miRNA-Genes
hsa-mir-429,ONECUT2,miRNA-Genes
hsa-mir-429,BAG4,miRNA-Genes
hsa-mir-429,PHF14,miRNA-Genes
hsa-mir-429,SECISBP2L,miRNA-Genes
hsa-mir-429,RASSF2,miRNA-Genes
hsa-mir-429,ZEB2,miRNA-Genes
hsa-mir-429,BCL2L11,miRNA-Genes
hsa-mir-429,MAMLD1,miRNA-Genes
hsa-mir-429,DNAJB6,miRNA-Genes
hsa-mir-429,ARPC3,miRNA-Genes
hsa-mir-429,ABI2,miRNA-Genes
hsa-mir-429,DLC1,miRNA-Genes
hsa-mir-429,SEC23A,miRNA-Genes
hsa-mir-429,NCOA2,miRNA-Genes
hsa-mir-429,CELF1,miRNA-Genes
hsa-mir-429,SEC24A,miRNA-Genes
hsa-mir-429,WASF3,miRNA-Genes
hsa-mir-429,FRS2,miRNA-Genes
hsa-mir-429,MALT1,miRNA-Genes
hsa-mir-429,RASSF8,miRNA-Genes
hsa-mir-429,WDR37,miRNA-Genes
hsa-mir-429,GPATCH8,miRNA-Genes
hsa-mir-429,CAMSAP2,miRNA-Genes
hsa-mir-429,PSD3,miRNA-Genes
hsa-mir-429,ZFPM2,miRNA-Genes
